# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0045182	MF	e	translation regulator activity	3/90	17/2550	0.02019631865851119	1	3	1.0	1.0	1.0	1.0	prfC, tufA, tufB
GO:0016616	MF	e	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	6/90	63/2550	0.022046458530371037	4	6	1.0	1.0	1.0	1.0	adhE, fadB, mtlD, pdxA, serA, ugd
GO:0005488	MF	e	binding	70/90	1697/2550	0.02259840275193485	1	70	1.0	1.0	1.0	1.0	abgR, ackA, acnB, acs, adhE, ansB, carA, cbpA, crp, cspA, dcp, ddlA, dld, dmsA, dps, dusB, feaR, fixA, fklB, fumB, gabD, gadA, gdhA, glcC, glnA, glnQ, glpA, gltX, greB, gyrA, gyrB, hupA, hupB, hyaA, ispB, katE, kdgR, kduI, lpd, malE, mglA, nac, nanA, narG, ndh, nirB, nrdA, nrfA, nuoA, osmY, patA, pdxA, pflB, prfC, proP, ptsG, pyrD, queD, rimM, rplM, rsmF, sdiA, serA, topA, trg, trmA, tufA, tufB, ugd, xylF
GO:0016901	MF	e	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	2/90	7/2550	0.023048010411860335	4	2	1.0	1.0	1.0	1.0	dld, glpA
GO:0003746	MF	e	translation elongation factor activity	2/90	7/2550	0.023048010411860335	6	2	1.0	1.0	1.0	1.0	tufA, tufB
GO:0042802	MF	e	identical protein binding	20/90	349/2550	0.027095285387306607	3	20	1.0	1.0	1.0	1.0	adhE, ansB, crp, dps, fklB, gdhA, glnA, gyrA, hupA, hupB, ispB, katE, kduI, lpd, nanA, nrdA, patA, pdxA, queD, serA
GO:0003924	MF	e	GTPase activity	3/90	20/2550	0.03137920261988474	7	3	1.0	1.0	1.0	1.0	prfC, tufA, tufB
GO:0008747	MF	e	N-acetylneuraminate lyase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	nanA
GO:0050570	MF	e	4-hydroxythreonine-4-phosphate dehydrogenase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	pdxA
GO:0015187	MF	e	glycine transmembrane transporter activity	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	cycA
GO:0001761	MF	e	beta-alanine transmembrane transporter activity	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	cycA
GO:0042945	MF	e	D-serine transmembrane transporter activity	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	cycA
GO:0003979	MF	e	UDP-glucose 6-dehydrogenase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	ugd
GO:0102810	MF	e	glutarate-semialdehyde dehydrogenase (NADP+) activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	gabD
GO:0015180	MF	e	L-alanine transmembrane transporter activity	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	cycA
GO:0030552	MF	e	cAMP binding	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	crp
GO:0005297	MF	e	proline:proton symporter activity	1/90	1/2550	0.0352941176470771	9	1	1.0	1.0	1.0	1.0	proP
GO:0022858	MF	e	alanine transmembrane transporter activity	1/90	1/2550	0.0352941176470771	7	1	1.0	1.0	1.0	1.0	cycA
GO:0004152	MF	e	dihydroorotate dehydrogenase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	pyrD
GO:0005528	MF	e	FK506 binding	1/90	1/2550	0.0352941176470771	4	1	1.0	1.0	1.0	1.0	fklB
GO:0042943	MF	e	D-amino acid transmembrane transporter activity	1/90	1/2550	0.0352941176470771	6	1	1.0	1.0	1.0	1.0	cycA
GO:0016150	MF	e	translation release factor activity, codon nonspecific	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	prfC
GO:0004617	MF	e	phosphoglycerate dehydrogenase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	serA
GO:0042944	MF	e	D-alanine transmembrane transporter activity	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	cycA
GO:0004351	MF	e	glutamate decarboxylase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	gadA
GO:0008113	MF	e	peptide-methionine (S)-S-oxide reductase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	msrA
GO:0008988	MF	e	rRNA (adenine-N6-)-methyltransferase activity	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	rlmF
GO:0051075	MF	e	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity	1/90	1/2550	0.0352941176470771	4	1	1.0	1.0	1.0	1.0	queA
GO:0008697	MF	e	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	kduI
GO:0030696	MF	e	tRNA (m5U54) methyltransferase activity	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	trmA
GO:0004354	MF	e	glutamate dehydrogenase (NADP+) activity	1/90	1/2550	0.0352941176470771	6	1	1.0	1.0	1.0	1.0	gdhA
GO:0015527	MF	e	glycerol-phosphate:inorganic phosphate antiporter activity	1/90	1/2550	0.0352941176470771	8	1	1.0	1.0	1.0	1.0	glpT
GO:0047456	MF	e	2-methylisocitrate dehydratase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	acnB
GO:0036243	MF	e	succinate-semialdehyde dehydrogenase (NADP+) activity	1/90	1/2550	0.0352941176470771	6	1	1.0	1.0	1.0	1.0	gabD
GO:0047808	MF	e	D(-)-tartrate dehydratase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	fumB
GO:0070497	MF	e	6-carboxy-5,6,7,8-tetrahydropterin synthase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	queD
GO:0052907	MF	e	23S rRNA (adenine(1618)-N(6))-methyltransferase activity	1/90	1/2550	0.0352941176470771	9	1	1.0	1.0	1.0	1.0	rlmF
GO:1901982	MF	e	maltose binding	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	malE
GO:0033094	MF	e	butane-1,4-diamine:2-oxoglutarate aminotransferase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	patA
GO:0004353	MF	e	glutamate dehydrogenase [NAD(P)+] activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	gdhA
GO:0003987	MF	e	acetate-CoA ligase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	acs
GO:0047545	MF	e	2-hydroxyglutarate dehydrogenase activity	1/90	1/2550	0.0352941176470771	4	1	1.0	1.0	1.0	1.0	serA
GO:0090565	MF	e	protein-phosphocysteine-mannitol phosphotransferase system transporter activity	1/90	1/2550	0.0352941176470771	6	1	1.0	1.0	1.0	1.0	mtlA
GO:0033558	MF	e	protein deacetylase activity	1/90	1/2550	0.0352941176470771	4	1	1.0	1.0	1.0	1.0	acs
GO:0036456	MF	e	L-methionine-(S)-S-oxide reductase activity	1/90	1/2550	0.0352941176470771	6	1	1.0	1.0	1.0	1.0	msrA
GO:0030697	MF	e	S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity	1/90	1/2550	0.0352941176470771	9	1	1.0	1.0	1.0	1.0	trmA
GO:0004818	MF	e	glutamate-tRNA ligase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	gltX
GO:0004165	MF	e	dodecenoyl-CoA delta-isomerase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	fadB
GO:0015209	MF	e	cytosine transmembrane transporter activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	codB
GO:0005527	MF	e	macrolide binding	1/90	1/2550	0.0352941176470771	3	1	1.0	1.0	1.0	1.0	fklB
GO:0004139	MF	e	deoxyribose-phosphate aldolase activity	1/90	1/2550	0.0352941176470771	5	1	1.0	1.0	1.0	1.0	deoC
GO:0016661	MF	e	oxidoreductase activity, acting on other nitrogenous compounds as donors	3/90	21/2550	0.03569581753884114	3	3	1.0	1.0	1.0	1.0	narG, nirB, nrfA
GO:0016853	MF	e	isomerase activity	7/90	91/2550	0.03928906454137528	2	7	1.0	1.0	1.0	1.0	fadB, fklB, gyrA, gyrB, kduI, queA, topA
GO:0015171	MF	e	amino acid transmembrane transporter activity	4/90	39/2550	0.04654840119519757	5	4	1.0	1.0	1.0	1.0	cycA, glnQ, proP, rhtA
GO:0016788	MF	p	hydrolase activity, acting on ester bonds	0/90	139/2550	0.014458476356509157	3	0	1.0	1.0	1.0	1.0	
GO:0016787	MF	p	hydrolase activity	6/90	382/2550	0.02316903339531021	2	6	1.0	1.0	1.0	1.0	acs, ansB, dcp, prfC, tufA, tufB
